id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
interview-共有,共有,gòng yǒu,动,cộng hữu,"cùng sở hữu, có tổng cộng",2026-06-14 08:40:05.830726+00,第七课 汇报工作,0,10,,,,,,interview
interview-关于,关于,guān yú,介,quan vu,"về, liên quan đến",2026-06-14 08:39:18.389893+00,第四课 日程安排,0,10,,,,,,interview
interview-关心,关心,guān xīn,动,quan tâm,"quan tâm, chú ý đến",2026-06-14 08:40:49.536724+00,第十一课 职业培训,0,10,,,,,,interview
interview-关照,关照,guān zhào,动,quan chiếu,"chăm sóc, chiếu cố",2026-06-14 09:01:08.965269+00,第三课 工作交接,0,10,,,,,,interview
interview-关系,关系,guān xi,名,quan hệ,"quan hệ, mối liên hệ",2026-06-14 08:40:42.800389+00,第二课 同事关系,0,10,,,,,,interview
interview-关系密切,关系密切,guān xi mì qiē,短,quan hệ mật thiết,"quan hệ mật thiết, gắn bó",2026-06-14 08:40:49.801891+00,第十一课 职业培训,0,10,,,,,,interview
interview-兴趣,兴趣,xìng qù,名,hứng thú,"hứng thú, sở thích",2026-06-14 08:40:18.131778+00,第七课 汇报工作,0,10,,,,,,interview
interview-其中,其中,qí zhōng,代,kỳ trung,"trong đó, trong số đó",2026-06-14 08:40:14.351321+00,第七课 汇报工作,0,10,,,,,,interview
interview-其他,其他,qí tā,代,kỳ tha,"khác, những cái còn lại",2026-06-14 08:39:53.518571+00,B1 求职面试,0,10,,,,,,interview
interview-其他人,其他人,qí tā rén,代,kỳ tha nhân,"người khác, những người còn lại",2026-06-14 08:39:36.48641+00,第五课 公司会议,0,10,,,,,,interview
interview-其政,其政,qí zhèng,名,kỳ chính,"chính sách của nó, nền chính trị đó",2026-06-14 08:41:20.549595+00,第十二课 个人述职,0,10,,,,,,interview
interview-具体,具体,jù tǐ,形,cụ thể,"cụ thể, rõ ràng chi tiết",2026-06-14 08:39:38.60515+00,B1 求职面试,0,10,,,,,,interview
interview-具体来说,具体来说,jù tǐ lái shuō,短,cụ thể lai thuyết,nói một cách cụ thể,2026-06-14 08:41:28.614415+00,第十二课 个人述职,0,10,,,,,,interview
interview-具有,具有,jù yǒu,动,cụ hữu,"có, sở hữu, mang",2026-06-14 08:39:13.548834+00,第四课 日程安排,0,10,,,,,,interview
interview-兼职,兼职,jiān zhí,名,kiêm chức,"làm thêm, kiêm nhiệm",2026-06-14 08:41:13.455491+00,第十二课 个人述职,0,10,,,,,,interview
interview-内事,内事,nèi shì,名,nội sự,"việc nội bộ, chuyện trong nhà",2026-06-14 08:40:09.680201+00,第七课 汇报工作,0,10,,,,,,interview
interview-内以,内以,nèi yǐ,介,nội dĩ,"trong vòng, bên trong",2026-06-14 09:00:11.352964+00,第一课 应聘与面试,0,10,,,,,,interview
interview-内容,内容,nèi róng,名,nội dung,nội dung,2026-06-14 08:39:33.370551+00,第三课 工作交接,0,10,,,,,,interview
interview-内部,内部,nèi bù,名,nội bộ,"nội bộ, bên trong",2026-06-14 08:40:11.238773+00,第七课 汇报工作,0,10,,,,,,interview
interview-再三,再三,zài sān,副,tái tam,"nhiều lần, lặp đi lặp lại",2026-06-14 09:01:02.866805+00,第二课 同事关系,0,10,,,,,,interview
interview-再加,再加,zài jiā,连,tái gia,"thêm vào đó, hơn nữa",2026-06-14 08:40:54.203327+00,第十一课 职业培训,0,10,,,,,,interview
interview-再度,再度,zài dù,副,tái độ,"một lần nữa, lại lần nữa",2026-06-14 09:01:10.445284+00,第三课 工作交接,0,10,,,,,,interview
interview-再接再厉,再接再厉,zài jiē zài lì,语,tái tiếp tái lệ,tiếp tục cố gắng hơn nữa,2026-06-14 08:41:14.4718+00,第十二课 个人述职,0,10,,,,,,interview
interview-最后,最后,zuì hòu,副,Tối hậu,"cuối cùng, sau cùng",2026-06-14 08:40:26.53561+00,第七课 汇报工作,0,10,,,,,,interview
interview-最大,最大,zuì dà,形,Tối đại,"lớn nhất, to nhất",2026-06-14 08:40:53.418158+00,第十一课 职业培训,0,10,,,,,,interview
interview-最好,最好,zuì hǎo,形,Tối hảo,"tốt nhất, hay nhất",2026-06-14 09:00:36.995733+00,B1 求职面试,0,10,,,,,,interview
interview-最近,最近,zuì jìn,副,Tối cận,"gần đây, mới đây",2026-06-14 08:40:40.429718+00,第二课 同事关系,0,10,,,,,,interview
interview-农场,农场,nóng chǎng,名,nông trường,"nông trại, trang trại",2026-06-14 08:40:29.644343+00,第十一课 职业培训,0,10,,,,,,interview
interview-决定,决定,jué dìng,动,quyết định,quyết định,2026-06-14 08:39:50.852793+00,B1 求职面试,0,10,,,,,,interview
interview-冷淡,冷淡,lěng dàn,形,lãnh đạm,"lạnh nhạt, thờ ơ",2026-06-14 09:01:00.068856+00,第二课 同事关系,0,10,,,,,,interview
interview-准备,准备,zhǔnbèi,动,Chuẩn bị,"chuẩn bị, sẵn sàng",2026-06-14 08:39:23.84431+00,B1 求职面试,0,10,,,,,,interview
interview-准备充分,准备充分,zhǔnbèi chōngfèn,短,Chuẩn bị sung phân,"chuẩn bị đầy đủ, kỹ lưỡng",2026-06-14 08:39:25.125732+00,第四课 日程安排,0,10,,,,,,interview
interview-减少,减少,jiǎnshǎo,动,Giảm thiểu,"giảm bớt, thu hẹp",2026-06-14 09:00:54.84114+00,第二课 同事关系,0,10,,,,,,interview
interview-几栏,几栏,jǐ lán,短,,"mấy cột, vài cột",2026-06-14 09:00:49.924378+00,第二课 同事关系,0,10,,,,,,interview
interview-几次,几次,jǐ cì,短,,"mấy lần, vài lần",2026-06-14 08:40:00.249577+00,第七课 汇报工作,0,10,,,,,,interview
interview-几点,几点,jǐ diǎn,短,,"mấy giờ, mấy điểm",2026-06-14 08:39:21.653289+00,第四课 日程安排,0,10,,,,,,interview
interview-凡是,凡是,fánshì,副,Phàm thị,"hễ là, bất kể, phàm là",2026-06-14 09:00:26.320474+00,B1 求职面试,0,10,,,,,,interview
interview-出勤,出勤,chūqín,动,Xuất cần,"đi làm, có mặt đúng giờ",2026-06-14 08:40:12.543418+00,第一课 应聘与面试,0,10,,,,,,interview
interview-出去,出去,chūqù,动,Xuất khứ,"đi ra ngoài, bước ra",2026-06-14 08:41:07.739576+00,第十二课 个人述职,0,10,,,,,,interview
interview-出发,出发,chūfā,动,Xuất phát,"khởi hành, lên đường",2026-06-14 08:39:23.070479+00,第四课 日程安排,0,10,,,,,,interview
interview-出口额,出口额,chūkǒu é,名,Xuất khẩu ngạch,kim ngạch xuất khẩu,2026-06-14 08:41:08.119463+00,第十二课 个人述职,0,10,,,,,,interview
interview-出差,出差,chūchāi,动,Xuất sai,"đi công tác, đi xa việc",2026-06-14 08:39:21.394752+00,第四课 日程安排,0,10,,,,,,interview
interview-出战,出战,chūzhàn,动,Xuất chiến,"ra trận, tham chiến",2026-06-14 09:00:26.868311+00,B1 求职面试,0,10,,,,,,interview
interview-出来,出来,chūlái,动,Xuất lai,"đi ra, xuất hiện ra ngoài",2026-06-14 08:39:41.118977+00,第五课 公司会议,0,10,,,,,,interview
interview-出现,出现,chūxiàn,动,Xuất hiện,"xuất hiện, hiện ra",2026-06-14 08:39:15.067718+00,第四课 日程安排,0,10,,,,,,interview
interview-出稿,出稿,chūgǎo,动,Xuất cảo,"hoàn thành bản thảo, nộp bài",2026-06-14 08:39:40.990404+00,第五课 公司会议,0,10,,,,,,interview
interview-分享,分享,fēnxiǎng,动,Phân hưởng,"chia sẻ, cùng thưởng thức",2026-06-14 08:40:34.486572+00,第十一课 职业培训,0,10,,,,,,interview
interview-分得,分得,fēndé,动,Phân đắc,"được chia, nhận phần",2026-06-14 08:39:15.962848+00,第四课 日程安排,0,10,,,,,,interview
interview-分析,分析,fēnxī,动,Phân tích,"phân tích, phân giải",2026-06-14 08:40:34.216928+00,第十一课 职业培训,0,10,,,,,,interview
interview-分组讨论,分组讨论,fēnzǔ tǎolùn,短,Phân tổ thảo luận,thảo luận theo nhóm,2026-06-14 08:40:35.260202+00,第十一课 职业培训,0,10,,,,,,interview
interview-切勿,切勿,qièwù,副,Thiết vật,"tuyệt đối đừng, nhất định không",2026-06-14 08:41:22.43554+00,第十二课 个人述职,0,10,,,,,,interview
interview-列入,列入,lièrù,动,Liệt nhập,"đưa vào danh sách, liệt vào",2026-06-14 08:40:41.617319+00,第十一课 职业培训,0,10,,,,,,interview
interview-列明,列明,lièmíng,动,Liệt minh,"liệt kê rõ ràng, ghi rõ",2026-06-14 08:40:03.825431+00,第二课 同事关系,0,10,,,,,,interview
interview-刚刚,刚刚,gānggāng,副,Cương cương,"vừa mới, mới vừa xong",2026-06-14 08:39:49.161562+00,第五课 公司会议,0,10,,,,,,interview
interview-刚好,刚好,gānghǎo,副,Cương hảo,"vừa vặn, vừa đúng lúc",2026-06-14 08:40:02.148042+00,第七课 汇报工作,0,10,,,,,,interview
interview-刚来,刚来,gāng lái,短,,"vừa đến, mới đến",2026-06-14 09:00:57.01003+00,第二课 同事关系,0,10,,,,,,interview
interview-创建,创建,chuàngjiàn,动,Sáng kiến,"thành lập, xây dựng tạo mới",2026-06-14 08:40:56.928925+00,第二课 同事关系,0,10,,,,,,interview
interview-创建人,创建人,chuàngjiàn rén,名,Sáng kiến nhân,"người sáng lập, nhà sáng lập",2026-06-14 08:41:00.652963+00,第十一课 职业培训,0,10,,,,,,interview
interview-创造,创造,chuàngzào,动,Sáng tạo,"sáng tạo, tạo ra",2026-06-14 08:40:56.651537+00,第十一课 职业培训,0,10,,,,,,interview
interview-初步,初步,chūbù,形,Sơ bộ,"sơ bộ, bước đầu",2026-06-14 08:39:26.990255+00,第四课 日程安排,0,10,,,,,,interview
interview-利于,利于,lìyú,动,Lợi ư,"có lợi cho, thuận lợi cho",2026-06-14 09:00:38.432168+00,B1 求职面试,0,10,,,,,,interview
interview-利润,利润,lìrùn,名,Lợi nhuận,"lợi nhuận, tiền lãi",2026-06-14 08:41:04.639637+00,第十二课 个人述职,0,10,,,,,,interview
interview-利益,利益,lìyì,名,Lợi ích,"lợi ích, quyền lợi",2026-06-14 09:00:05.61842+00,第一课 应聘与面试,0,10,,,,,,interview
interview-别人,别人,biérén,代,Biệt nhân,"người khác, người ngoài",2026-06-14 08:40:20.621755+00,第一课 应聘与面试,0,10,,,,,,interview
interview-别的,别的,biéde,代,,"cái khác, thứ khác",2026-06-14 08:40:20.369681+00,第七课 汇报工作,0,10,,,,,,interview
interview-到位,到位,dàowèi,动,Đáo vị,"đến nơi, đạt yêu cầu",2026-06-14 08:41:18.780832+00,第十二课 个人述职,0,10,,,,,,interview
interview-到达,到达,dàodá,动,Đáo đạt,"đến nơi, tới đích",2026-06-14 09:00:37.394848+00,B1 求职面试,0,10,,,,,,interview
interview-制定,制定,zhìdìng,动,Chế định,"đặt ra, ban hành quy định",2026-06-14 08:39:27.369257+00,第三课 工作交接,0,10,,,,,,interview
interview-制度,制度,zhìdù,名,Chế độ,"chế độ, thể chế",2026-06-14 09:00:28.328783+00,B1 求职面试,0,10,,,,,,interview
interview-前刚,前刚,qiángāng,副,,"vừa mới, ngay trước đó",2026-06-14 08:40:32.933725+00,第十一课 职业培训,0,10,,,,,,interview
interview-前要,前要,qiányào,名,,"yêu cầu trước, điều kiện trước",2026-06-14 09:00:46.783766+00,B1 求职面试,0,10,,,,,,interview
interview-办事,办事,bànshì,动,biện sự,giải quyết công việc,2026-06-14 08:40:09.415019+00,第七课 汇报工作,0,10,,,,,,interview
interview-办公桌,办公桌,bàngōngzhuō,名,,bàn làm việc,2026-06-14 09:00:52.053548+00,第二课 同事关系,0,10,,,,,,interview
interview-办好,办好,bànhǎo,动,,"làm xong, hoàn thành tốt",2026-06-14 08:40:04.967296+00,第七课 汇报工作,0,10,,,,,,interview
interview-办法,办法,bànfǎ,名,biện pháp,"cách làm, biện pháp",2026-06-14 08:39:47.984471+00,第五课 公司会议,0,10,,,,,,interview
interview-办理,办理,bànlǐ,动,biện lý,"xử lý, thực hiện thủ tục",2026-06-14 09:00:21.677793+00,第一课 应聘与面试,0,10,,,,,,interview
interview-功夫,功夫,gōngfu,名,công phu,"thời gian, kỹ năng, công phu",2026-06-14 08:39:17.493079+00,第四课 日程安排,0,10,,,,,,interview
interview-功效,功效,gōngxiào,名,công hiệu,"hiệu quả, tác dụng",2026-06-14 08:40:54.848725+00,第十一课 职业培训,0,10,,,,,,interview
interview-功能,功能,gōngnéng,名,công năng,"chức năng, tính năng",2026-06-14 08:39:55.040306+00,第五课 公司会议,0,10,,,,,,interview
interview-加倍努力,加倍努力,jiābèi nǔlì,语,,cố gắng gấp đôi,2026-06-14 08:39:30.932549+00,第四课 日程安排,0,10,,,,,,interview
interview-加强,加强,jiāqiáng,动,gia cường,"tăng cường, củng cố",2026-06-14 08:41:20.952837+00,第十二课 个人述职,0,10,,,,,,interview
interview-动态,动态,dòngtài,名,động thái,"tình hình, động thái",2026-06-14 08:41:10.407089+00,第十二课 个人述职,0,10,,,,,,interview
interview-助理,助理,zhùlǐ,名,trợ lý,"trợ lý, người phụ giúp",2026-06-14 08:39:14.338749+00,第四课 日程安排,0,10,,,,,,interview
interview-努力,努力,nǔlì,动,nỗ lực,"cố gắng, nỗ lực",2026-06-14 08:41:15.868321+00,第二课 同事关系,0,10,,,,,,interview
interview-劳动力,劳动力,láodònglì,名,lao động lực,"sức lao động, lực lượng lao động",2026-06-14 08:41:09.764836+00,第十二课 个人述职,0,10,,,,,,interview
interview-劳动法,劳动法,láodòngfǎ,名,lao động pháp,luật lao động,2026-06-14 09:00:18.090497+00,第一课 应聘与面试,0,10,,,,,,interview
interview-劳动生产率,劳动生产率,láodòng shēngchǎnlǜ,名,,năng suất lao động,2026-06-14 08:41:05.534889+00,第十二课 个人述职,0,10,,,,,,interview
interview-劳动者,劳动者,láodòngzhě,名,lao động giả,người lao động,2026-06-14 09:00:18.356981+00,第一课 应聘与面试,0,10,,,,,,interview
interview-包办,包办,bāobàn,动,bao biện,"bao thầu, làm thay hết",2026-06-14 08:40:07.808965+00,第七课 汇报工作,0,10,,,,,,interview
interview-包厢,包厢,bāoxiāng,名,bao sương,"phòng riêng, hộp VIP",2026-06-14 08:39:19.68677+00,第四课 日程安排,0,10,,,,,,interview
interview-包括,包括,bāokuò,动,bao quát,"bao gồm, gồm có",2026-06-14 08:40:18.792114+00,第一课 应聘与面试,0,10,,,,,,interview
interview-包装,包装,bāozhuāng,名,bao trang,"bao bì, đóng gói",2026-06-14 08:39:33.759789+00,第五课 公司会议,0,10,,,,,,interview
interview-化妆,化妆,huàzhuāng,动,hóa trang,"trang điểm, hóa trang",2026-06-14 09:00:34.084404+00,B1 求职面试,0,10,,,,,,interview
interview-医疗,医疗,yīliáo,名,y liệu,"y tế, chữa bệnh",2026-06-14 09:00:19.03885+00,第一课 应聘与面试,0,10,,,,,,interview
interview-十二点,十二点,shí'èr diǎn,名,,"mười hai giờ, buổi trưa",2026-06-14 08:40:37.456976+00,第十一课 职业培训,0,10,,,,,,interview
interview-十八日,十八日,shíbā rì,名,,ngày mười tám,2026-06-14 09:00:21.412843+00,第一课 应聘与面试,0,10,,,,,,interview
interview-十分钟,十分钟,shí fēnzhōng,名,,mười phút,2026-06-14 08:40:40.298717+00,B1 求职面试,0,10,,,,,,interview
interview-午餐,午餐,wǔcān,名,ngọ xan,bữa trưa,2026-06-14 08:39:19.416275+00,第四课 日程安排,0,10,,,,,,interview
interview-协助,协助,xiézhù,动,hiệp trợ,"hỗ trợ, giúp đỡ",2026-06-14 08:41:13.83553+00,第十二课 个人述职,0,10,,,,,,interview
interview-协调一致,协调一致,xiétiáo yīzhì,语,,"phối hợp nhất quán, đồng bộ",2026-06-14 08:41:14.730929+00,第十二课 个人述职,0,10,,,,,,interview
interview-单位,单位,dānwèi,名,đơn vị,"đơn vị, cơ quan",2026-06-14 09:00:46.650534+00,B1 求职面试,0,10,,,,,,interview
interview-单据,单据,dānjù,名,đơn cứ,"chứng từ, hóa đơn",2026-06-14 09:01:14.905748+00,第三课 工作交接,0,10,,,,,,interview
interview-单给,单给,dān gěi,动,,"chỉ cho riêng, dành riêng",2026-06-14 08:40:02.417049+00,第七课 汇报工作,0,10,,,,,,interview
interview-卖相,卖相,màixiàng,名,mại tướng,"ngoại hình hàng hóa, vẻ bề ngoài",2026-06-14 08:39:49.953276+00,第五课 公司会议,0,10,,,,,,interview
interview-卡布奇诺,卡布奇诺,kǎbùqínuò,名,,cà phê cappuccino,2026-06-14 08:40:39.641301+00,第十一课 职业培训,0,10,,,,,,interview
interview-印象,印象,yìnxiàng,名,ấn tượng,"ấn tượng, cảm nhận",2026-06-14 09:00:29.242912+00,B1 求职面试,0,10,,,,,,interview
interview-即使,即使,jíshǐ,连,tức sử,"dù cho, ngay cả khi",2026-06-14 08:40:53.807963+00,第十一课 职业培训,0,10,,,,,,interview
interview-即将来临,即将来临,jíjiāng láilín,语,,"sắp đến, sắp tới",2026-06-14 08:41:01.68013+00,第十二课 个人述职,0,10,,,,,,interview
interview-历史,历史,lìshǐ,名,lịch sử,lịch sử,2026-06-14 09:00:44.595729+00,B1 求职面试,0,10,,,,,,interview
interview-压缩,压缩,yāsuō,动,áp súc,"nén lại, thu nhỏ, cắt giảm",2026-06-14 08:39:48.110147+00,第五课 公司会议,0,10,,,,,,interview
interview-原则,原则,yuán zé,名,nguyên tắc,"nguyên tắc, quy tắc",2026-06-14 08:39:44.974244+00,第五课 公司会议,0,10,,,,,,interview
interview-原因,原因,yuán yīn,名,nguyên nhân,"nguyên nhân, lý do",2026-06-14 08:41:17.052598+00,B1 求职面试,0,10,,,,,,interview
interview-原材料,原材料,yuán cái liào,名,nguyên tài liệu,nguyên liệu thô,2026-06-14 08:39:43.480305+00,第五课 公司会议,0,10,,,,,,interview
interview-去年,去年,qù nián,名,khứ niên,năm ngoái,2026-06-14 08:41:04.771479+00,第十二课 个人述职,0,10,,,,,,interview
interview-去过,去过,qù guò,动,,đã từng đến,2026-06-14 08:39:31.569691+00,第四课 日程安排,0,10,,,,,,interview
interview-参与,参与,cān yù,动,tham dự,"tham gia, tham dự",2026-06-14 08:39:57.777759+00,第五课 公司会议,0,10,,,,,,interview
interview-参加,参加,cān jiā,动,tham gia,"tham gia, tham dự",2026-06-14 08:39:34.142766+00,第一课 应聘与面试,0,10,,,,,,interview
interview-及时,及时,jí shí,副,cập thời,"kịp thời, đúng lúc",2026-06-14 08:41:10.531576+00,第十二课 个人述职,0,10,,,,,,interview
interview-友好,友好,yǒu hǎo,形,hữu hảo,"thân thiện, hữu nghị",2026-06-14 08:41:31.74832+00,第十二课 个人述职,0,10,,,,,,interview
interview-友好关系,友好关系,yǒu hǎo guān xì,名,hữu hảo quan hệ,mối quan hệ thân thiện,2026-06-14 09:01:03.792141+00,第二课 同事关系,0,10,,,,,,interview
interview-友谊,友谊,yǒu yì,名,hữu nghị,"tình hữu nghị, tình bạn",2026-06-14 08:40:59.885116+00,第十一课 职业培训,0,10,,,,,,interview
interview-反馈,反馈,fǎn kuì,名,phản hồi,"phản hồi, feedback",2026-06-14 08:40:26.796364+00,第七课 汇报工作,0,10,,,,,,interview
interview-发出,发出,fā chū,动,phát xuất,"phát ra, gửi đi",2026-06-14 08:40:39.912796+00,第十一课 职业培训,0,10,,,,,,interview
interview-发到,发到,fā dào,动,,gửi đến,2026-06-14 08:39:36.61632+00,第五课 公司会议,0,10,,,,,,interview
interview-发展,发展,fā zhǎn,动,phát triển,phát triển,2026-06-14 08:39:43.104655+00,第一课 应聘与面试,0,10,,,,,,interview
interview-发展前景,发展前景,fā zhǎn qián jǐng,名,phát triển tiền cảnh,triển vọng phát triển,2026-06-14 09:00:44.9816+00,B1 求职面试,0,10,,,,,,interview
interview-发展趋势,发展趋势,fā zhǎn qū shì,名,phát triển xu thế,xu hướng phát triển,2026-06-14 08:41:18.370136+00,第十二课 个人述职,0,10,,,,,,interview
interview-发挥,发挥,fā huī,动,phát huy,"phát huy, thể hiện",2026-06-14 09:00:48.743762+00,B1 求职面试,0,10,,,,,,interview
interview-发现,发现,fā xiàn,动,phát hiện,"phát hiện, tìm ra",2026-06-14 08:41:30.966637+00,第十二课 个人述职,0,10,,,,,,interview
interview-发票,发票,fā piào,名,phát phiếu,hóa đơn,2026-06-14 09:01:14.643798+00,第三课 工作交接,0,10,,,,,,interview
interview-发给,发给,fā gěi,动,,gửi cho,2026-06-14 08:39:38.200935+00,第三课 工作交接,0,10,,,,,,interview
interview-发给你,发给你,fā gěi nǐ,语,,gửi cho bạn,2026-06-14 09:01:16.497832+00,第三课 工作交接,0,10,,,,,,interview
interview-取得,取得,qǔ dé,动,thủ đắc,"đạt được, giành được",2026-06-14 08:41:14.090496+00,第十二课 个人述职,0,10,,,,,,interview
interview-取得成功,取得成功,qǔ dé chéng gōng,语,thủ đắc thành công,đạt được thành công,2026-06-14 08:40:55.507709+00,第十一课 职业培训,0,10,,,,,,interview
interview-取消,取消,qǔ xiāo,动,thủ tiêu,"hủy bỏ, xóa bỏ",2026-06-14 08:39:23.20066+00,第四课 日程安排,0,10,,,,,,interview
interview-受损害,受损害,shòu sǔn hài,动,thụ tổn hại,"bị tổn hại, bị thiệt hại",2026-06-14 08:39:51.744845+00,第五课 公司会议,0,10,,,,,,interview
interview-受益匪浅,受益匪浅,shòu yì fěi qiǎn,语,thụ ích phỉ thiển,thu được nhiều lợi ích,2026-06-14 08:40:36.940039+00,第十一课 职业培训,0,10,,,,,,interview
interview-另外,另外,lìng wài,连,lãnh ngoại,"ngoài ra, mặt khác",2026-06-14 08:39:38.872438+00,B1 求职面试,0,10,,,,,,interview
interview-只在乎,只在乎,zhǐ zài hu,动,,chỉ quan tâm đến,2026-06-14 08:40:20.876036+00,第七课 汇报工作,0,10,,,,,,interview
interview-只有,只有,zhǐyǒu,连,,"chỉ có, chỉ khi",2026-06-14 08:39:25.000176+00,B1 求职面试,0,10,,,,,,interview
interview-只要,只要,zhǐyào,连,,"chỉ cần, miễn là",2026-06-14 08:39:36.225513+00,第三课 工作交接,0,10,,,,,,interview
interview-召开,召开,zhàokāi,动,triệu khai,"triệu tập, khai mạc hội nghị",2026-06-14 08:41:03.22304+00,第十二课 个人述职,0,10,,,,,,interview
interview-可不可以,可不可以,kěbukěyǐ,语,,có thể hay không,2026-06-14 09:00:50.317018+00,第二课 同事关系,0,10,,,,,,interview
interview-可以,可以,kěyǐ,动,khả dĩ,"có thể, được phép",2026-06-14 08:39:20.747184+00,第一课 应聘与面试,0,10,,,,,,interview
interview-可大,可大,kědà,形,,"có thể lớn, khá lớn",2026-06-14 08:39:13.157271+00,第四课 日程安排,0,10,,,,,,interview
interview-可爱,可爱,kě'ài,形,khả ái,"đáng yêu, dễ thương",2026-06-14 09:01:01.800179+00,第二课 同事关系,0,10,,,,,,interview
interview-可用,可用,kěyòng,形,,"có thể dùng, khả dụng",2026-06-14 09:00:01.601606+00,第一课 应聘与面试,0,10,,,,,,interview
interview-可能,可能,kěnéng,兼,khả năng,"có thể, khả năng",2026-06-14 08:41:29.646284+00,第十二课 个人述职,0,10,,,,,,interview
interview-可造之才,可造之才,kězàozhīcái,语,khả tạo chi tài,nhân tài có thể đào tạo,2026-06-14 09:01:08.02888+00,第三课 工作交接,0,10,,,,,,interview
interview-吃完饭,吃完饭,chīwánfàn,短,,ăn xong cơm,2026-06-14 08:40:38.101817+00,第十一课 职业培训,0,10,,,,,,interview
interview-吃饭,吃饭,chīfàn,动,,"ăn cơm, ăn bữa",2026-06-14 08:40:37.587043+00,第二课 同事关系,0,10,,,,,,interview
interview-各个部门,各个部门,gègèbùmén,短,các cá bộ môn,"các bộ phận, các phòng ban",2026-06-14 08:39:39.124397+00,第五课 公司会议,0,10,,,,,,interview
interview-各位,各位,gèwèi,代,các vị,"các vị, mọi người",2026-06-14 08:39:57.655978+00,第五课 公司会议,0,10,,,,,,interview
interview-各种,各种,gèzhǒng,形,các chủng,"các loại, đủ loại",2026-06-14 08:40:44.107736+00,第十一课 职业培训,0,10,,,,,,interview
interview-各类,各类,gèlèi,形,các loại,"các loại, mọi loại",2026-06-14 09:00:06.674766+00,第一课 应聘与面试,0,10,,,,,,interview
interview-各项,各项,gèxiàng,形,các hạng,"các hạng mục, từng khoản",2026-06-14 08:41:02.96232+00,第十二课 个人述职,0,10,,,,,,interview
interview-各项任务,各项任务,gèxiàngrènwù,短,các hạng nhiệm vụ,các nhiệm vụ từng hạng,2026-06-14 08:41:11.656541+00,第十二课 个人述职,0,10,,,,,,interview
interview-合作,合作,hézuò,动,hợp tác,"hợp tác, cùng làm",2026-06-14 08:39:17.118742+00,第三课 工作交接,0,10,,,,,,interview
interview-合作伙伴,合作伙伴,hézuòhuǒbàn,名,hợp tác hoả bạn,đối tác hợp tác,2026-06-14 08:41:08.503322+00,第十二课 个人述职,0,10,,,,,,interview
interview-合同,合同,hétong,名,hợp đồng,"hợp đồng, khế ước",2026-06-14 08:39:30.675128+00,第一课 应聘与面试,0,10,,,,,,interview
interview-合同规定,合同规定,hétonggūidìng,短,hợp đồng quy định,quy định trong hợp đồng,2026-06-14 08:40:06.616791+00,第七课 汇报工作,0,10,,,,,,interview
interview-合格,合格,hégé,形,hợp cách,"đạt tiêu chuẩn, đủ điều kiện",2026-06-14 08:39:47.464109+00,第五课 公司会议,0,10,,,,,,interview
interview-合格率,合格率,hégélǜ,名,hợp cách suất,tỷ lệ đạt chuẩn,2026-06-14 08:41:05.667513+00,第十二课 个人述职,0,10,,,,,,interview
interview-合适,合适,héshì,形,hợp thích,"phù hợp, thích hợp",2026-06-14 09:00:59.137334+00,第二课 同事关系,0,10,,,,,,interview
interview-同事,同事,tóngshì,名,đồng sự,"đồng nghiệp, cộng sự",2026-06-14 08:40:08.478287+00,第二课 同事关系,0,10,,,,,,interview
interview-同情,同情,tóngqíng,动,đồng tình,"đồng cảm, thương xót",2026-06-14 08:41:31.622638+00,第十二课 个人述职,0,10,,,,,,interview
interview-同意,同意,tóngyì,动,đồng ý,"đồng ý, tán thành",2026-06-14 08:40:05.224171+00,第三课 工作交接,0,10,,,,,,interview
interview-同时,同时,tóngshí,副,đồng thời,"đồng thời, cùng lúc",2026-06-14 08:39:47.858311+00,B1 求职面试,0,10,,,,,,interview
interview-同理,同理,tónglǐ,副,đồng lý,"cùng lý, tương tự",2026-06-14 08:40:19.047369+00,第七课 汇报工作,0,10,,,,,,interview
interview-名言,名言,míngyán,名,danh ngôn,"danh ngôn, câu nói nổi tiếng",2026-06-14 09:00:25.635306+00,B1 求职面试,0,10,,,,,,interview
interview-吞没,吞没,tūnmò,动,thôn một,"nuốt chửng, chiếm đoạt",2026-06-14 09:00:35.667358+00,B1 求职面试,0,10,,,,,,interview
interview-含糊其词,含糊其词,hánhúqící,语,hàm hồ kỳ từ,"nói mơ hồ, lấp lửng",2026-06-14 08:39:29.731831+00,第四课 日程安排,0,10,,,,,,interview
interview-听到,听到,tīngdào,动,,"nghe thấy, nghe được",2026-06-14 08:39:59.733353+00,第七课 汇报工作,0,10,,,,,,interview
interview-听取,听取,tīngqǔ,动,thính thủ,"lắng nghe, tiếp thu ý kiến",2026-06-14 08:40:21.12942+00,第七课 汇报工作,0,10,,,,,,interview
interview-听懂,听懂,tīngdǒng,动,,nghe hiểu,2026-06-14 08:40:21.522121+00,第七课 汇报工作,0,10,,,,,,interview
interview-听者,听者,tīngzhě,名,thính giả,"người nghe, thính giả",2026-06-14 08:40:13.829638+00,第七课 汇报工作,0,10,,,,,,interview
interview-听觉,听觉,tīngjué,名,thính giác,"thính giác, khả năng nghe",2026-06-14 08:40:12.925806+00,第七课 汇报工作,0,10,,,,,,interview
